type,Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum,Tau_Ener_1,Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,Tau_Phi_dif,Tau_Phi_1,Tau_Phi_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2,Jet_Phi_dif,Jet_Phi_1,Jet_Phi_2
1,352.267,131.123,241.695,110.572,4.75122,2.55056,3.65089,1.10033,517.033,247.014,270.019,-1.75001,-0.208883,1.54113,4.96614,2.55128,-2.41486,130.165,528.919,129.962,329.441,199.479,105.882,62.9232,84.4028,21.4796,2426.28,417.617,2008.66,-3.68183,-0.681697,3.00013,-1.57939,-0.830157,0.749235
1,281.216,226.115,253.666,27.5501,7.15807,5.45019,6.30413,0.853944,689.482,622.946,66.5359,3.07611,1.54724,-1.52888,0.0351865,1.07219,1.037,50.6105,192.278,2.81268,97.5455,94.7328,21.0395,9.50771,15.2736,5.76589,1374.44,1143.74,230.702,-4.69074,-3.15297,1.53777,1.4115,-1.44412,-2.85562
1,161.755,21.2062,91.4805,70.2743,1.40808,0.542512,0.975296,0.432784,170.218,95.7421,74.4756,0.0401507,-0.303885,-0.344036,-4.8212,-1.78982,3.03138,98.2288,211.249,1.22686,106.238,105.011,14.8011,4.86147,9.83128,4.96981,1577.26,248.825,1328.44,-4.72357,-1.4943,3.22927,1.36235,1.57859,0.216242
1,295.301,177.845,236.573,58.7278,2.80191,1.56626,2.18408,0.617823,411.363,351.429,59.9338,1.15136,0.949314,-0.202042,3.05547,0.677111,-2.37836,72.7374,333.098,25.417,179.257,153.84,49.4405,31.6221,40.5313,8.9092,1979.46,1789.36,190.102,-3.66306,-2.99116,0.671905,-3.24593,-0.230551,3.01538
1,321.399,125.334,223.366,98.0321,6.00966,0.659489,3.33458,2.67509,477.557,261.758,215.8,0.847943,-0.578059,-1.426,1.28995,1.96692,0.676971,61.8271,309.323,34.4616,171.892,137.431,23.2297,4.16524,13.6975,9.53225,1139.89,486.724,653.171,-3.9413,-1.7008,2.2405,-0.0159067,-1.48756,-1.47165
1,197.708,137.558,167.633,30.0751,9.83776,9.11227,9.47501,0.362746,310.981,280.094,30.8874,-1.33264,-1.10104,0.231598,2.13769,-0.982986,-3.12068,45.5841,346.88,184.684,265.782,81.0981,78.4702,53.5763,66.0233,12.447,1512.07,309.162,1202.9,-3.90529,-0.516505,3.38879,3.62047,1.39233,-2.22814
1,487.85,215.347,351.599,136.252,11.2892,11.2892,11.2892,1.90735e-06,516.287,375.257,141.03,-0.627597,-0.363521,0.264076,1.9144,0.625909,-1.28849,89.1702,340.107,150.624,245.365,94.742,30.3278,8.31247,19.3201,11.0076,1350.61,580.033,770.575,4.29002,1.50479,-2.78522,0.245039,-2.64466,-2.8897
1,360.618,30.9821,195.8,164.818,12.6194,-3.17023,4.72456,7.89479,532.807,262.826,269.982,-0.27109,0.805231,1.07632,-2.78752,-0.981187,1.80633,102.781,301.006,29.0489,165.028,135.979,42.9357,-3.94723,19.4942,23.4415,2426.46,2286.68,139.784,3.48424,3.32055,-0.163687,2.45016,-0.218871,-2.66903
1,199.373,128.271,163.822,35.5507,2.98756,-2.98756,0,2.98756,320.726,281.192,39.5343,-0.67261,-1.13511,-0.462499,1.58145,0.440351,-1.1411,53.4003,364.627,33.6406,199.134,165.493,35.4207,13.6333,24.527,10.8937,1510.99,273.848,1237.14,-3.53558,-0.83535,2.70023,-4.061,-2.51812,1.54288
1,379.756,25.172,202.464,177.292,60.2372,48.4767,54.3569,5.88023,1439.46,955.987,483.478,-0.571443,-2.23227,-1.66082,2.6908,-0.378667,-3.06946,58.1632,173.481,33.512,103.497,69.9846,18.5815,8.02737,13.3044,5.27706,980.585,380.928,599.658,4.81437,1.9766,-2.83777,1.82615,1.75367,-0.0724857
1,131.085,66.9491,99.0172,32.0682,1.1741,-0.118806,0.527645,0.646452,221.856,149.374,72.4825,-0.485573,0.970034,1.45561,-4.4907,-2.21972,2.27098,147.319,318.706,7.02666,162.866,155.84,26.6846,3.94724,15.3159,11.3687,3240.76,167.453,3073.3,-3.89216,-0.217983,3.67418,1.87668,1.23779,-0.638891
